,International plan,Voice mail plan,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Account length,Number vmail messages,Total day calls,Total eve calls,Total night calls,Total intl calls,Customer service calls,average day charge,average eve charge,average night charge,average intl charge,Area_code_408,Area_code_415,Area_code_510,Churn
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9004931554514449,-0.5894135350539065,0.4848677513166816,0.4453080126323305,0.25206771863798844,-0.19031654165533426,-1.1919548413062027,-0.23987764782097662,0.03446574067847584,0.8840700704116964,-0.04222335913153181,0,0,1,0
538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6476905405201497,-0.5894135350539065,-1.1163801718950523,0.5445258607521577,0.20056066430451122,1.8457344216396938,-0.42917241045590593,-0.19741261626053871,0.0024812365746550553,0.02808443305189126,-0.08027880136854633,0,1,0,1
539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2342592696966155,2.202707778386716,-0.11560021988771861,0.9910061772913801,-0.6750592593646014,-0.5975267343143399,1.0963924512446874,-0.023213652771152952,0.04123954836784397,-2.453346855035564,-0.08536227417200179,0,1,0,0
540,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9510536784377039,1.7618465183697758,0.6349847441177816,0.6437437088719848,0.046039501304079564,1.0313140363216826,-0.42917241045590593,3.4300717083391077,-0.011419463080196193,-1.0304048324732278,-0.05103422506818045,0,1,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18655808875312446,-0.5894135350539065,0.03451677291338145,1.2886597216508617,0.35508182730494287,1.438524228980688,-0.42917241045590593,-0.2548096684044016,0.03017159859631071,1.3009667789775632,-0.05725365984698933,0,0,1,0
542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7488115864926678,-0.5894135350539065,0.1846337657144815,1.0406151013512936,0.046039501304079564,-1.0047369269733455,-0.42917241045590593,-0.5058269671657541,0.048715247314483213,0.26883976292910505,-0.029505412372301247,0,1,0,0
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9196856720538805,-0.5894135350539065,0.9352187297199818,-0.44765262044611426,0.25206771863798844,-0.19031654165533426,-0.42917241045590593,1.0388243234992995,0.008453218497334176,0.5588616274918771,-0.03757762981948279,0,0,1,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4707287100682431,-0.5894135350539065,-3.218018071110453,1.6855311141301703,0.20056066430451122,1.0313140363216826,1.8591748820949843,-0.6257810430356588,0.03204029274043502,1.4600770722181624,-0.08536227417200179,1,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11680504916442977,-0.5894135350539065,-0.11560021988771861,0.8917883291715528,0.25206771863798844,1.8457344216396938,-0.42917241045590593,0.8103793858510197,-0.007726778413172124,-0.24935510955221524,-0.05610117672503718,0,1,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6083404772590715,-0.5894135350539065,-0.5659511982910188,-0.596479392625855,-0.7265663136980787,2.660154806957705,-1.1919548413062027,0.10992689320675178,0.021054440315182117,-0.07138828283846532,-0.09062490020201298,0,1,0,0
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06624452617817074,-0.5894135350539065,-0.7160681910921188,0.6933526329318985,-1.0871156940324191,1.8457344216396938,-1.1919548413062027,-0.5205943684828531,0.008321146505429033,-0.7863189636309107,-0.07061392714962188,0,1,0,0
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5152014881638083,-0.5894135350539065,0.4848677513166816,-0.8941329369853366,0.6641241533058062,-0.5975267343143399,-1.1919548413062027,0.44080692888434697,0.05400198314020567,-0.1547231379056547,-0.07847290791587502,0,1,0,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1673655721506888,-0.5894135350539065,-0.26571721268881865,-0.39804369638620063,1.4882370226414416,-0.5975267343143399,-1.1919548413062027,-0.38038985164300754,0.04778776463402943,-0.44841918344777637,-0.0815333763873438,0,1,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04096426468504121,-0.5894135350539065,0.4848677513166816,0.09804554421293532,0.7156312076392833,-0.5975267343143399,-0.42917241045590593,0.8250350072350837,0.03217436272696945,0.5298044818104565,-0.08849774952321926,0,1,0,0
551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5769724708752482,1.100554628344365,0.1846337657144815,-1.7870935700637813,0.9216594249731922,1.0313140363216826,-0.42917241045590593,0.10992689320762906,0.014640340141430236,-1.1673181179050418,-0.08677937513144743,0,0,1,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526411947888989,-0.5894135350539065,-0.26571721268881865,-0.8941329369853366,0.6641241533058062,-0.19031654165533426,1.0963924512446874,-0.04423212580299415,-0.010410219281801468,1.4453142615052756,-0.1351379453725422,0,0,1,0
553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04096426468504121,-0.5894135350539065,-0.9662631790939522,-1.7870935700637813,1.076180587973624,0.21689365100367133,-0.42917241045590593,1.7404938042871647,-0.005235532392885615,0.2089677137887667,-0.11998882805063671,0,1,0,0
554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18655808875312446,-0.5894135350539065,-1.1163801718950523,0.9413972532314665,-1.8082144547011003,0.21689365100367133,-0.42917241045590593,0.4269939287586953,0.02416489250787843,-0.6003557651656989,-0.023784124233187015,0,1,0,0
555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.420168187081984,2.496615285064676,-0.1656392174880853,0.8917883291715528,-1.4476650743667596,1.0313140363216826,1.0963924512446874,0.3166974777793419,0.007466675473441239,-0.9086875830302102,-0.04845543503794083,0,0,1,0
556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9702461950401396,-0.5894135350539065,-0.9662631790939522,-0.05078122796680547,-1.2416368570328509,-0.5975267343143399,0.3336100203943908,0.7827993224462163,0.04097477457392618,0.33700868779334836,-0.07928280288033641,0,0,1,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7993721094789268,-0.5894135350539065,-1.5166921526979857,0.3956990885724169,0.9731664793066694,-0.19031654165533426,1.0963924512446874,0.28493452653484974,0.01825131836085316,-1.0293870543333246,-0.10421223249646713,0,0,1,0
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7174435801088443,-0.5894135350539065,0.6850237417181483,-0.10039015202671907,-0.7265663136980787,1.438524228980688,1.8591748820949843,-0.1279058299404461,0.03329470259856419,-0.8338045535320217,-0.08536227417200179,0,0,1,0
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13599756576686542,-0.5894135350539065,0.1846337657144815,0.04843662015302173,-1.1386227483658964,-1.8191573122913567,0.3336100203943908,-0.4875284719833171,-0.04872056833165184,0.42198498709148646,13.288970898840743,0,1,0,0
560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7033737783408958,1.027077751674875,-1.5166921526979857,0.24687231639267612,-0.9841015853654648,0.21689365100367133,0.3336100203943908,0.6928954644264066,0.04688554412775641,0.9036977665549741,-0.059084762472225036,0,1,0,0
561,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.102735247396481,1.6148927650307956,1.4856477033240152,0.7925704810517257,-0.31450987903026095,-0.19031654165533426,0.3336100203943908,-0.6187228969203357,0.033503748669294696,-0.8808166800724828,-0.08536227417200179,1,0,0,0
562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8499326324651859,-0.5894135350539065,0.7851017369188817,-0.6956972407456822,-0.8810874766985103,0.6241038436626769,-0.42917241045590593,-0.05228007012347515,0.032140539380931504,-1.1614075984937202,-0.023784124233187015,0,1,0,0
563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6668830571225853,-0.5894135350539065,1.1854137177218151,0.49491693669224407,0.8186453163062378,-0.5975267343143399,-0.42917241045590593,0.2974149030974379,0.03178162308500381,0.02808443305189126,-0.06156514053030447,1,0,0,0
564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5718497560407612,-0.5894135350539065,-0.6159901958913855,-0.5468704685659415,0.4580959359718973,0.21689365100367133,0.3336100203943908,0.28953287238775055,0.036672560822952116,0.6237139536758165,-0.07780141272381992,0,0,1,0
565,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015684003191911693,2.202707778386716,-0.6159901958913855,0.3956990885724169,-1.4476650743667596,-1.0047369269733455,-1.1919548413062027,-0.4689758062100521,0.05446217270826865,0.4057528214029378,-0.09332638156408739,0,1,0,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31295939621877206,-0.5894135350539065,-0.21567821508845197,1.3382686457107753,0.7671382619727606,-0.5975267343143399,-0.42917241045590593,0.4269939287586953,0.01477299184820176,1.768227386975734,-0.10172687840231603,0,1,0,0
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5718497560407612,-0.5894135350539065,0.4348287537163149,-2.531227430962485,1.8487864029757821,2.660154806957705,1.0963924512446874,-0.38752631111415725,0.0006055268899769632,0.47154021808352203,-0.07061392714961916,0,0,1,0
568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7174435801088443,2.0557540250477357,0.1345947681141148,-0.844524012925423,0.9216594249731922,0.21689365100367133,-0.42917241045590593,-0.5990729147833127,-0.01325353735834328,0.733789224427497,-0.08086785690784469,0,0,1,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.102735247396481,-0.5894135350539065,-0.015522224686985237,0.49491693669224407,0.046039501304079564,-0.5975267343143399,0.3336100203943908,0.3388572882620354,0.0028522641464516383,-0.8945416968815186,-0.04938733423889918,0,0,1,0
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4707287100682431,-0.5894135350539065,0.7851017369188817,-0.05078122796680547,-0.2630028246967837,0.21689365100367133,-0.42917241045590593,-0.1279058299404461,0.017495962961731847,-0.7150036391646163,-0.11367071276946628,1,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1673655721506888,-0.5894135350539065,0.23467276331484818,0.24687231639267612,-2.5293132153697813,-0.5975267343143399,1.0963924512446874,0.6140703575434416,0.027051363241861342,0.5796242258700012,-0.10712912717287949,0,0,1,1
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2684866181232069,-0.5894135350539065,1.0352967249207152,0.19726339233276252,0.149053609971034,-1.411947119632351,0.3336100203943908,0.7698080319332564,0.03143929679118265,0.9733683756057889,-0.07061392714962188,0,1,0,0
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3302576008346467,-0.5894135350539065,-0.3157562102891853,0.14765446827284892,-0.31450987903026095,0.21689365100367133,0.3336100203943908,-0.11761387148839664,0.039299495579719707,0.9569445233219762,-0.023784124233187015,0,0,1,0
574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3948879255888545,2.129230901717226,1.1353747201214486,-0.49726154450602783,-1.2416368570328509,1.438524228980688,0.3336100203943908,0.40765958224041104,-0.02025236480372325,-1.2688145609105288,-0.1148015816524765,1,0,0,0
575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19264583364381835,0.8801239983358948,0.4848677513166816,-0.29882584826637343,1.3852229139744872,-0.19031654165533426,-0.42917241045590593,-0.8013424647725655,0.042523673744993974,-0.49462010443866755,-0.09145104129133583,0,1,0,0
576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728654039834025,-0.5894135350539065,-0.11560021988771861,-1.092568633224991,0.149053609971034,0.6241038436626769,1.0963924512446874,-1.6852080480334537,0.0484381502496674,0.3617526208184053,-0.1351379453725422,0,1,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8246523709720563,-0.5894135350539065,-0.7160681910921188,-0.6956972407456822,-0.6750592593646014,1.8457344216396938,2.621957312945281,-0.5225390095302287,-0.018121209456176273,-1.0987294469487343,-0.07061392714962188,0,1,0,1
578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24320635663007736,-0.5894135350539065,-0.5659511982910188,0.09804554421293532,2.6213922179779403,-0.5975267343143399,0.3336100203943908,0.10992689320762906,0.04179078826646488,-0.9275253519735588,-0.07564994808409001,0,1,0,1
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8246523709720563,-0.5894135350539065,1.1353747201214486,-0.34843477232628706,-1.2416368570328509,-0.5975267343143399,-0.42917241045590593,-0.9612850217052303,0.01096484453627215,1.045313876518849,-0.08536227417200179,0,0,1,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009596258301217827,-0.5894135350539065,-1.4166141574972524,0.14765446827284892,0.5611100446388517,1.438524228980688,-0.42917241045590593,-0.06929128774628544,0.026878862920794572,0.3279127718956245,-0.10878611944284097,0,0,1,0
581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8499326324651859,0.8801239983358948,-3.017862080708986,-2.084747114423263,0.7671382619727606,-1.0047369269733455,-0.42917241045590593,0.406368394557479,0.04354570010301971,-0.3485492473871966,-0.08849774952321653,0,0,1,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8752128939583154,-0.5894135350539065,1.6357646961251153,-1.935920342243522,1.0246735336401467,-0.5975267343143399,-1.1919548413062027,0.10992689320675178,0.025415378355624834,0.9712837013879171,-0.10712912717287949,0,1,0,0
583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38880018069816064,0.6596933683274246,0.5849457465174149,1.5367043419504296,-0.10848166169635208,-0.5975267343143399,2.621957312945281,-0.2434948480628692,0.026104171992326956,1.136723895632287,-0.08536227417200179,0,1,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4505711634096006,-0.5894135350539065,1.2854917129225485,-0.6956972407456822,-0.8295804223650332,0.6241038436626769,-0.42917241045590593,0.10992689320675178,0.0024812365746550553,0.9664550361918488,-0.08677937513144743,1,0,0,0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5718497560407612,-0.5894135350539065,1.0853357225210818,-0.596479392625855,-0.7265663136980787,0.21689365100367133,-0.42917241045590593,-0.06835642764309538,0.01602193481824856,-0.7223047228436124,-0.0983120422892157,0,1,0,0
586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4646409651775492,1.3209852583528354,-0.1656392174880853,0.49491693669224407,-0.4175239876972154,1.438524228980688,-0.42917241045590593,0.3218252676233203,-0.0007830388947702744,-0.8297707517223073,-0.04509431544797009,0,1,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4899212266706787,-0.5894135350539065,-0.7661071886924855,1.3878775697706889,1.1791946966405784,-1.0047369269733455,-0.42917241045590593,0.5638529421502173,-0.029966811066875598,0.15925933129563996,-0.09687109988310741,0,1,0,0
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3747303789302119,-0.5894135350539065,0.08455577051374813,0.8421794051116392,1.1276876423071012,-1.411947119632351,-0.42917241045590593,0.48024259916540746,0.021054440315182117,0.7026246359957742,-0.11367071276946628,0,0,1,0
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13599756576686542,-0.5894135350539065,0.9852577273203484,-0.24921692420645986,0.6641241533058062,0.21689365100367133,-0.42917241045590593,-0.04493060749902221,0.007567237947241297,1.0333589731615889,-0.08027880136854633,1,0,0,0
590,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1472080254920463,1.7618465183697758,-1.016302176694319,-0.44765262044611426,0.35508182730494287,-0.19031654165533426,1.0963924512446874,0.10992689320762906,0.004683639301040238,-0.3841233431405487,-0.029505412372301247,0,1,0,0
591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009596258301217827,1.5414158883613056,0.7851017369188817,-0.0011723039068918697,-1.2931439113663281,0.6241038436626769,-1.1919548413062027,-0.7366374719914771,0.047131968799366084,-0.8563816087872891,-0.09557266826442222,0,1,0,0
592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9875443996560143,1.100554628344365,-0.3157562102891853,-2.0351381903633494,0.09754655563755678,-0.19031654165533426,1.0963924512446874,-0.45308215974707744,0.02843592800620714,-1.868071337430959,-0.07723563397599675,0,0,1,0
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5072194312865534,-0.5894135350539065,0.23467276331484818,0.24687231639267612,0.20056066430451122,-0.19031654165533426,-0.42917241045590593,0.5984571700981144,0.036006227882378644,-0.8145592215196756,-0.053075352312190405,0,1,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7993721094789268,-0.5894135350539065,-1.2164581670957857,-0.39804369638620063,0.149053609971034,-0.19031654165533426,0.3336100203943908,-0.9101316437456743,0.013527690111312196,2.4451621185028087,-0.08536227417200179,0,1,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7094615232315895,-0.5894135350539065,-0.6159901958913855,0.9413972532314665,-1.4991721287002369,3.8817853849347217,0.3336100203943908,0.5893207402772871,0.03625566889184661,0.6445476319751271,-0.10489687720919232,0,1,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28767913472564255,-0.5894135350539065,0.38478975611594823,0.5445258607521577,-1.1386227483658964,0.21689365100367133,-0.42917241045590593,-1.0704191558496567,0.023551224957299933,-0.9644880821836183,-0.08986176987374718,0,1,0,0
597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8944054105607511,0.9536008750053849,-0.6159901958913855,-0.14999907608663265,1.0246735336401467,-0.19031654165533426,0.3336100203943908,-0.2710733314795323,0.0445394659676011,0.3138875377502775,-0.1148015816524765,0,1,0,0
